Date,AAPL,AFL,FL,LOW,NKE,PGR,RRC,SEE,VMC,WMT
20020102,0.05649833363874884,-0.04376336090950035,-0.01273400586502655,-0.026879350063103366,0.012776957999809236,-0.017208564477346255,-0.02288340185981,-0.011906403648106165,-0.014380638515560287,0.004739503141077465
20020103,-0.0051070634970633265,-0.004489055101110312,-0.009894759953375881,-0.04177982669005122,-0.016607098761724812,-0.01871104570104297,0.027540249644882615,0.026134973238009354,-0.004446494894610445,-0.009482208560181386
20020104,0.0017597049049258668,0.014702830682072466,0.013190142561057296,0.0029619543801908278,0.0007746023094006779,-0.007173463667807919,-0.0005120829074725664,-0.04647321360336126,-0.00014827054433190143,-0.014017317889825912
20020107,-0.009011869908663428,-0.03826067801591039,0.0019054049364350164,-0.0076261109192358265,0.004085666682148792,-0.011453316632313545,0.0634166804258709,-0.0022768599480636168,0.0018618464738036607,0.00039171648844325184
20020108,0.0069205187290875166,0.11335254491523858,-0.007984414798010337,-0.007130559863854273,-0.0023886757186361777,0.0030681005353352967,-0.012760971325074002,0.00022712656905900415,-0.012397051160966755,0.009197741410002293
20020109,-0.037154470790452455,0.0338973004341544,-0.004399172568415174,-0.018510013291860198,-0.010954137042686772,0.0014881945284475795,-0.02728544928442098,0.015614780191486502,0.013386929831826995,-0.02050317724948941
20020110,-0.01788731342074992,-0.0028521004934474485,-0.0072430597170507,-0.0016033499772982209,0.007012024445521002,0.001807354847541735,-0.02446678803795818,-0.0218047801997016,-0.008281196781380288,0.00918565742103668
20020111,0.008147894311494853,-0.003930185519185234,-0.012332855580880007,-0.01727237345888779,-0.023393264487570505,-0.001806910125200299,-0.005410795563707197,-0.0008926596125044279,-0.0057642793746585375,-0.013745856101943479
20020114,0.011295130046842187,-0.01513345030194215,-0.012546458322784532,0.02941742191088069,-0.0037684188024470575,0.0033081544643612957,-0.08691040503118189,-0.015109224927002778,0.000991308234554989,0.008551272286969995
20020115,0.017648362620555344,0.004182196538422244,-0.01437308091206757,-0.02703631882722625,0.04259318357600195,0.0151350753914514,0.04648959099850835,-0.033457644193993774,-0.0036192841558275258,0.01283650621488595
20020116,-0.00564003345926771,-0.006533250073264878,-0.009336751663527952,-0.005886562906437895,-0.010577759053901849,0.02278639056791629,0.0005635029307632551,-0.011365779770382563,-0.00442107862165203,-0.0014395980978390392
20020117,0.05675731413864164,-0.017339770511804135,0.030574741622082756,0.006226163464813273,0.01573595471929641,0.003209920482700336,-0.011186736955150916,0.013233902566216515,-0.010322475342993478,0.005604813235920946
20020118,0.01641033445203132,-0.0009895995901788677,0.014611961004415492,0.04958369900984284,0.006748096470026086,0.002910531062318126,0.0312332974027072,-0.0019844914065986754,-0.012559914314047953,0.00020692930975503218
20020122,-0.003840740355108842,0.009478885381968762,-0.0187397536784544,0.02071298182216051,0.015429164398322108,-0.001207636192554149,-0.008274087368246126,0.005835609298149122,0.0056492293832586474,0.037516187125183224
20020123,0.042125351693336366,0.011013412885723925,-0.040764840956094735,0.009823534765029814,-0.006182621971795116,0.0021722955642278653,0.01021115012376228,0.006688990339347657,-0.007799756585911245,0.024195963959773057
20020124,0.00490853927925384,0.009528310914522109,-0.010087647431882495,-0.009103814227471627,0.004666879050564189,-0.007452252793718183,-0.0032893810181131916,0.005803218243417483,-0.004029074415567178,-0.00852220210681179
20020125,0.004361852563330497,-0.01968140663382117,-0.026500035515109897,-0.0013812325051808813,-0.005259498517331202,0.01186382467941974,-0.020770572647242566,0.042093054671194785,0.006221953096343707,-0.023457273011514457
20020128,0.012429077195226765,-0.006635477906540048,-0.007137600197305343,0.019247894744861337,-0.013794048504240795,-0.024095173482012497,-0.0028166095312290645,0.0074116201319440874,-0.0034444876914951185,0.0009098784295650366
20020129,0.054409511983550596,-0.011771722083465741,0.029893630331893538,-0.017617065998668562,0.0052462156364843976,0.002100810798640808,-0.012694728525987966,0.03075791618454258,0.009518482467450573,0.008857987012931803
20020130,0.012639481261016182,0.0037547069915609367,0.03320343645063522,0.018152109491823075,0.05353529155698645,0.015116398917028467,-0.006545782805394907,0.007141065050033291,0.001346865945530538,0.02532805778618847
20020131,0.0047491536611110816,0.03278581320326851,0.031059672094334696,0.009131532975309123,-0.029089788321992445,0.00803311298056754,-0.011224622374360964,0.0052198389184728786,-0.0029826712921714677,-0.008484059580849211
20020201,-0.0046623550739650944,-0.02331093232385121,-0.011349798779136291,0.002718731452631573,0.0074245179412908,0.013360704414759571,0.009825687626672023,0.000410235018776765,-0.004076252102946818,-0.005770941696560951
20020204,0.0862286789713187,-0.004177751268818315,-0.007990123872456987,0.039998765541971446,0.0054579754053690095,-0.008369864470196393,-0.0346524874148389,0.022705396817114615,0.008677382809213673,0.012855166001118305
20020205,-0.0015775910500340769,-0.005448682218162831,0.02109007222325465,-0.0012339898775724917,0.012698917337361379,0.0030969992274710945,0.013402341269608872,0.0163026291457518,0.00835197715907332,0.0016443060850953926
20020206,-0.022004547473079096,0.012986149334806081,0.01211744625806926,-0.01132680420985451,0.008364944054082337,0.001464343892186055,0.04129653561363385,0.01616205697277174,0.0010548817024546458,0.008151751117063165
20020207,0.006955700202409827,0.0006443884122755254,-0.011211034265298911,-0.037603262359044605,0.0009127315345940101,0.0012354655073083943,0.026519812295318218,-0.03136167074555263,0.0026728560983458353,-0.004854941906974567
20020208,-0.0286195584789763,-0.002050452778434249,0.008408163609199916,0.021142793123393497,-0.026545462249448946,0.0036045590163476405,0.05351857781607183,0.018912909380917435,-0.013313367899800478,0.0017356314034478008
20020211,0.012018197880828103,0.01712321948460399,-0.01584580796572215,-0.0011254441578826963,0.016313195379347743,-0.0020342159728949276,0.009567184838250602,0.04276149528675834,0.014723911222040316,0.00944890985036378
20020212,-0.016960194557724795,-0.015575753461398506,0.006976542096390445,0.002822738340653393,-0.003920661006377377,-0.0026124552237264016,-0.02461905869955241,0.007666964144872829,0.012529783693084533,0.00039643945554643494
20020213,-0.004534701853768301,0.039971123791036664,0.0215033436306265,0.005698572006347186,-0.0012340492713343023,0.027314399489465225,0.021229525319629586,0.0018029397098455711,-0.006641898944390535,-0.008112428374578469
20020214,-0.018098976569245497,0.007472136149425123,0.007696622751816141,0.001152074308743939,0.0020108894656051413,0.004339211815656286,-0.01724248861769825,-0.004780415746629336,-0.001424504212875917,0.008169664149300825
20020215,-0.00881360279552491,-0.01681122182416521,0.010598405212762372,-0.0024463361506521578,-0.010064892365832329,-0.0037121389489644177,0.015292674831428005,0.04138484594941215,0.0013285332360132385,0.0009316709948425763
20020219,-0.018127443226699395,-0.0030665243891412636,0.04300735558994194,-0.0016036108400330276,-0.008418342658395552,0.006458605282860402,-0.008112799283009429,0.0044268329160488985,-0.01624808233984379,0.0033029145624102543
20020220,0.011841977355193014,-0.011670184577802306,-0.013769561811090934,0.006959849604454844,-0.0016557845669843917,-0.0016132111779845254,-0.002908487886776886,-0.031859035310672246,0.006119652060664674,0.0014714574033032994
20020221,-0.036638116067172904,-0.008959109645295796,0.01681378896783361,-0.00011820601294922333,-0.007243281749273026,0.003023285185128062,0.01933372760106234,0.005531676275546554,0.008323472353347865,0.004700809749304357
20020222,0.045532462967489945,-0.02450583139079117,0.001737407033259036,0.006493368094616708,0.02910253578795143,-0.0043539980848687695,0.011585787079617563,-0.003406944324701996,0.01284462051827721,0.00035787511146484485
20020225,0.0350497257863265,-7.67603868077546e-06,-0.007716965013892475,0.013034066662280436,-0.0014860800680268947,-0.00027033394220303195,-0.01811025001199657,-0.019179947111940605,0.0005163935203406043,-0.0009590051062512428
20020226,-0.006544471488009757,0.00440040178591744,0.005444507864909639,-0.02244469084564633,-0.005607257952012964,0.01809915686282416,-0.01629503166256383,-0.004139861538369181,0.0024734301766679043,0.022589474050807325
20020227,-0.06602921116432225,-0.004465196850610062,-0.0041861569768929605,-0.029676645852356128,-0.013770871994947182,0.010281062676943595,-0.01625510109894471,0.008056836783166297,-0.007476163075862078,0.0015612883642388499
20020228,0.00287014328692993,0.016473803282513688,0.0016984549298224257,0.0009524277617303522,0.010331510072440785,-0.0073963290230917335,-0.0014679943370570748,0.009062133869695864,0.017682410246311644,-0.0006045509583920161
20020301,0.03574010936387177,-0.01439713074000551,-0.011153216680694729,-0.047102434594377254,-0.015811294895630223,-0.013876203379266903,0.009502794160189506,-0.017490528434941706,-0.025395009322239002,-0.005446001960026869
20020304,-0.004015380180330902,0.015990838733722874,0.02167251184313964,-0.030034508830494903,-0.005749212141990139,0.004696041671544825,-0.016350202807929516,0.009956105779876982,0.022930246760467933,-0.013595153485512601
20020305,-0.018470853846703824,0.06379573631705633,-0.028944542710076866,-0.034548598915655634,-0.017509364543623347,0.006612344971495922,-0.0500953430813543,0.0015262547214683168,-0.050752135290001714,-0.032178677262916386
20020306,0.007394595739781962,-0.0248043375574519,0.013018038456613493,0.0222492513119193,0.004418206292142469,-0.007438566576044072,-0.019652704661349316,-0.005800952594560493,0.022923874484322204,-0.008817738780738507
20020307,0.022849926956938785,-0.0071276560365122425,0.014935923030998109,0.004660303940459629,0.00680519473264018,-0.019994238007856144,0.011654562318812279,0.014092312224168912,0.011257532383147415,0.015019025415793122
20020308,-0.0029194878252578656,0.016076424753673116,0.01380046124311378,-0.011541662397348676,-0.014729569099278549,-0.00016518713057998066,0.012400885304142744,-0.014458954430822808,-0.005038734185776758,0.006594496705350286
20020311,0.010432974216417255,-0.002103985527327318,-0.035181982273693575,-0.01340772621945032,0.003303853334864596,-0.007603685281154073,0.00549035603419002,-0.010921422535160265,-0.004689930634827571,-0.002659031972460439
20020312,-0.013637732965816966,0.010900702654975572,0.004911107933603991,0.03618666512135149,-0.001047181613510833,0.010812491809958823,0.017773237098328225,0.010177520331859032,0.010941187219408545,-0.003619867325165931
20020313,0.0071118402089774685,0.0003438174578794884,-0.04462951608160591,0.014778311681310401,0.041930195417407945,0.011678533783007181,0.02123382927702567,-0.030254567722413996,-0.002184058800266485,0.001939953176920829
20020314,-0.002089105760742461,0.003101297798955838,-0.002700225781076992,-0.003994291341682719,0.03460417407337779,0.014402504383723893,-0.0048525651259387036,0.017003479709797428,0.0024577528528483437,0.003410590411399409
20020315,0.008002482704176061,0.011649579245296018,0.016925401682838515,0.015099028926470266,-0.0007620685974260176,0.007839044594769378,-0.007241313914511176,0.009790953169698496,-0.0031452433897773166,0.018780328563725263
20020318,-0.008216281901104126,-0.016300119493024706,-0.02074809031808192,-0.023023523345341388,0.010032124095989095,0.0013593930300370327,0.04912882229944846,-0.0002212290189080638,-0.00928026635441758,-0.0044012815355177135
20020319,-0.004924842171636973,0.01110807431474084,0.013855618527389996,0.011440776901178912,-0.005020175415273824,0.012244558650556698,-0.03735027444245035,0.00113277496118657,0.014636329563594404,-0.0043838116562913455
20020320,0.04163181059141007,-0.007696786237166417,0.004905957814721404,0.01905669389867235,0.017649160265770514,0.014164900029178728,-0.03365576703191089,0.024399947182337296,-0.012327269202522721,0.007720676824195917
20020321,-0.037378112912344955,-0.010773999825125398,-0.02156255289548195,-0.0006105891096612737,-0.02089350188877786,0.009734946091826527,0.02147219578403722,-0.015432950494842387,-0.012547401074433846,-0.02038037433031642
20020322,0.0033531478794225833,0.003888047334476486,-0.028136221744151216,0.005029083172462391,-0.05545589995860856,0.00880024712894863,-0.03163421051578876,-0.007199886428289528,0.011618426574506218,0.0008144395991767162
20020325,-0.005966696687531761,0.0056329009025160226,-0.008582423838488864,-0.013084950549896597,0.015019005234150323,-0.007835907232893449,0.0016135809816034043,0.0023924556706360536,-0.02240143551432232,-0.0029141235631911858
20020326,-0.009714378344655807,-0.007554334160727226,-0.01891483855207532,-0.00012618451962366023,0.0018020972110696877,0.0118998527235097,-0.01748543821742965,0.0014998931694357532,0.028139447621577447,0.010579056487779763
20020327,0.0007473691020133926,0.010310925800420052,-0.005394824018079684,-0.011588085643371653,0.010495785033489864,0.00039606094833123987,0.015959095065041944,0.0017221163746781063,0.0003546596927101065,-0.004187258950876568
20020328,0.008455177666012456,-0.004472401426879463,0.02271730810273436,-0.008446972534457059,-0.015169701774759844,0.014026330713853634,-0.009717605816293372,-0.003238930612032091,-0.0025679727059863804,-0.012171525576313803
20020401,0.03377200901256631,0.0003571338349925195,-0.010152290884228022,-0.006138617509019976,-0.020946579652754285,-0.0007180711286459052,0.007909935765695725,0.0018961349818486743,-0.0003681208194225662,-0.028265324940996817
20020402,0.002647878924676692,0.007762690682864759,-0.029277326207522682,0.0004931488507918828,-0.013855369181530925,0.022905818196351853,0.011474007884121389,0.006912130394085968,0.00876140723477144,-0.00403517263865069
20020403,0.011371680036246175,0.006122260240434113,0.014407600846290407,-0.015577522903884504,0.01718838514259454,-0.0010374663223458687,-0.012265273996392129,0.0007554780291240855,-0.009312641871141853,0.002442081678150792
20020404,0.054026272845608576,-0.013787435379114926,0.026841576021282534,0.015027551353943205,-0.00013039016381769615,0.011997722421981053,-0.022525733365973986,-0.009507427828071194,0.008902668029546194,0.011875808705199326
20020405,0.006076690711902749,-0.005499611145191582,0.015856256496822985,0.01646163712244463,0.022090298848483854,-0.002291800197150723,-0.023308153273948123,0.013349801178532263,0.013601542856168694,0.0007658129354658808
20020408,-0.014062641947871362,-0.006987366572253011,0.00470808773523284,0.015372123689190146,-0.008476987419948498,0.019003950976148303,-0.005602290350944301,-0.004820671401888015,0.015205565057282615,0.008787756714686231
20020409,-0.002899862714897807,0.01743397283745171,0.005472777904117998,0.016994051373383265,0.0073040986738623845,0.01346814106288536,-0.03304686135119356,0.00271455586243864,0.007650461429961711,0.010789167192728384
20020410,-0.00160644470381726,-0.01820100478685523,0.008270055940748105,0.004287918565798531,-0.01283290118282639,-0.006717808789184532,-0.0161522552578983,0.010848866223756208,0.0024255688589043716,-0.001323142685402171
