Date,AAPL,AFL,FL,LOW,NKE,PGR,RRC,SEE,VMC,WMT
19820105,-0.05153284060326184,-0.016535809921671186,0.020147915974736374,-0.0004,-0.026947480027928617,-0.05424589520855631,-0.07182830516597542,-0.0004,0.0019039492398004846,-0.029809588686689748
19820106,-0.012375639280146665,-0.0004,-0.0004,-0.029527266815762166,-0.01857986808580896,-0.03292042269380961,-0.0004,-0.0004,-0.002698653259371064,-0.039796582498787966
19820107,-0.079193765129474,-0.0004,-0.0071113180454674295,0.029601117366054152,0.008857948201263578,-0.0004,-0.0004,0.004145342826992593,-0.005008428220528205,0.002759443592423372
19820108,0.04566193222611288,0.016000444374732758,0.006356664167622661,-0.029527266815762166,0.04546868586530613,-0.008798886493440449,-0.0004,0.008648955583713437,-0.0004,0.024755778053177035
19820111,-0.06330012017833846,-0.016535809921671186,-0.0071113180454674295,-0.0004,0.008371574660505044,-0.0004,-0.07732310265653546,-0.0317897862302549,-0.0004,-0.015741096269801847
19820112,-0.03395495197236058,-0.0004,-0.020670075052216564,-0.05039881042102139,0.01699379474403191,-0.055488374343804756,-0.0004,-0.018917463218458597,-0.014289398907662164,-0.01597068183745747
19820113,-0.007343743267321501,-0.0004,-0.0348830375412386,-0.0004,-0.02604306764839286,-0.12147260434175404,-0.0004,-0.03813614640584677,-0.009789193495619396,-0.01939497806705275
19820114,0.04854831244382947,-0.0004,0.0067426726366234925,0.03117981252218045,0.008371574660505044,0.00979826934930812,-0.0004,-0.020008865676845834,0.0043396922942817275,-0.0036215953738958804
19820115,0.06627391772222642,-0.0004,0.006692536568522378,-0.010605975488579377,-0.0004,0.009702274422738145,-0.0004,-0.005399991207840449,-0.0004,0.00931397276343411
19820118,0.01834877276646747,-0.0004,0.013684571267312774,0.040836869450634875,0.008299054247577332,0.029599195783970033,-0.08373329105183018,-0.0004,-0.0004,0.009209252003560221
19820119,-0.024938265247574632,-0.016791264386663608,-0.014288951342303945,0.009502912807293607,-0.01764434788946716,-0.010103781608784489,-0.0004,-0.0054246749303393125,-0.0004,0.005948212769474282
19820120,0.018467552534860942,-0.017063771569513043,-0.0004,-0.010205806757964274,-0.009171101661644964,0.009398867680772095,-0.0004,-0.005450382825101618,-0.005117333584641104,0.009068411694192325
19820121,0.01811634271949276,0.016546158483462258,0.0066422426149845394,0.01940314444149722,0.008448714637303746,-0.0004,-0.0004,0.014827832836598899,0.0043396922942817275,0.008969775717142704
19820122,0.005660186834505154,0.016264415222423566,-0.007392996238864846,-0.0004,-0.009171101661644964,0.009310366608906896,0.09050904059061012,-0.02039908561541164,-0.0004,-0.009682797982023582
19820125,-0.03051841097486001,-0.016791264386663608,-0.007442586764359205,0.009307920445931829,-0.026947480027928617,-0.010016982186207434,-0.0004,-0.010605624195641527,-0.009834667169282095,-0.019148034790794344
19820126,-0.037664761573641334,0.016264415222423566,-0.0033104051163655333,0.018832327475602772,0.008690424240713047,0.009310366608906896,-0.0004,0.004753726926231838,-0.04325643436611874,-0.0004
19820127,0.0060512517401653644,0.016000444374732758,-0.007699988112014044,-0.0004,-0.0004,-0.0004,-0.0004,-0.0004,-0.010350877571847205,-0.0004
19820128,0.031649166250060826,0.01572561014701619,0.03636467241136017,0.01846650486913255,0.008608338542533912,0.009216878667599638,-0.0004,0.020114393970733512,-0.0205001681098667,0.03144383570999017
19820129,0.01202147961799467,-0.016269701527041592,-0.021676509512901277,0.03663698839274439,0.044244089985504734,-0.0004,-0.0004,0.03980126534195923,-0.005528353865259339,0.04589894350251118
19820201,-0.012749079497089885,0.04789776477155109,-0.007725714151624783,-0.009407826132710259,-0.009026091534440858,-0.00048,-0.00048,0.009181391513911877,-0.005634196904258446,0.037860565003570636
19820202,0.005731600394750771,-0.015862008008016813,-0.00048,0.00852825022447438,0.008139756764757014,-0.00048,-0.08381329105183018,0.009088416369825972,-0.00048,-0.006161607597226246
19820203,-0.00048,-0.016102159657049163,-0.007779988112014045,-0.0183358825361419,0.016613657851980247,0.009045275251232924,0.09042904059061012,0.004261833673613138,-0.013434037557119546,-0.01476043875632512
19820204,-0.025170238778362074,-0.016349701527041592,-0.00048,0.03588360226077673,0.007922462711732506,-0.00048,-0.00048,-0.009916006540196606,-0.013603081462743768,0.008210582978933881
19820205,-0.00048,-0.032742587981815695,0.006873669814237573,-0.00048,0.012021325578176737,-0.00048,-0.00048,0.009045892928168079,-0.01111836292089293,0.01101370843462716
